gotu	covered_length	total_length	coverage_ratio	strain
G001915265	1656668	1756821	0.9429919155110281	Eggerthella sp. 51_9 ASM191526v1
G000980495	1655079	2171676	0.762120592574583	Acinetobacter sp. N54.MGS-139 ASM98049v1
G000800475	1650010	2032698	0.8117339614640247	Bifidobacterium pseudolongum PV8-2
G001182045	1647467	2476884	0.6651369220359129	Sutterellaceae bacterium ND3 Dakarella massiliensis
G001915895	1644020	1839501	0.8937315065335654	Clostridiales bacterium 59_14 ASM191589v1
G000307265	1639585	3108242	0.5274959285666946	Oscillibacter ruminantium GH1
G000433035	1634615	1674156	0.9763815319480383	Staphylococcus sp. CAG:324 MGS324
G000159495	1632438	2991737	0.5456488989506765	Lactobacillus paracasei subsp. paracasei ATCC 25302
G000434715	1631784	1719996	0.9487138342182191	Firmicutes bacterium CAG:308 MGS308
G001436385	1616917	2881963	0.5610471057400807	Lactobacillus paracasei subsp. paracasei DSM 5622
G000156175	1615795	1809497	0.8929525719025785	Collinsella intestinalis DSM 13280
G000309585	1606068	3215878	0.49941819932223797	Lactobacillus casei 21/1
G000012545	1603653	1767403	0.9073499366018956	Methanosphaera stadtmanae DSM 3091
G000821265	1602100	1970166	0.8131802091803432	Collinsella sp. MS5 Collinsella massilioamazoniensis MS5
G000156215	1599596	2475429	0.6461894079773647	Collinsella stercoris DSM 13279
G000418515	1597095	3143369	0.5080838425269194	Lactobacillus casei LOCK919
G000410175	1593380	3086694	0.51620925171073	Lactobacillus paracasei subsp. paracasei Lpp225
G001917065	1588640	1635924	0.9710964568036168	Ruminococcus sp. CAG:108-related_41_35 ASM191706v1
G000435555	1580236	1591401	0.992984169294854	Firmicutes bacterium CAG:176 MGS176
G000315485	1578240	7087734	0.22267201336844752	Bacteroides oleiciplenus YIT 12058
G000210615	1576594	1966750	0.8016239989830939	Faecalitalea cylindroides T2-87
G000155515	1572574	3025352	0.5197986878882193	Lactobacillus paracasei subsp. paracasei 8700:2 362.5013889
G001982085	1571213	3059328	0.5135810870884063	Lactobacillus paracasei RI-194
G001816025	1571145	4830264	0.32527104108595306	Hafnia sp. HMSC23F03 ASM181602v1
G000474615	1567872	3019931	0.5191747758475277	Lactobacillus casei 5b
G000296445	1567132	2119335	0.7394451561456777	Slackia piriformis YIT 12062
G001982095	1565755	3032791	0.5162752725130086	Lactobacillus paracasei RI-195
G000309765	1559029	2951397	0.5282342565232668	Lactobacillus casei Lc-10
G000438015	1556074	2443106	0.6369244723724635	Coraliomargarita sp. CAG:312 MGS312
G001305055	1556034	3294149	0.47236296840246145	Clostridia bacterium UC5.1-1C12 ASM130505v1
G000410475	1555979	3013500	0.5163361539737846	Lactobacillus paracasei subsp. paracasei Lpp125
G001915415	1551983	1685559	0.9207526998461638	Bacteroidales bacterium 55_9 ASM191541v1
G000435475	1548088	1931286	0.8015840222525302	Cryptobacterium sp. CAG:338 MGS338
G001941805	1543794	3378307	0.4569726789187602	Acinetobacter junii 65
G000437615	1543565	2025104	0.7622151751218703	Eubacterium dolichum CAG:375 MGS375
G000434355	1541353	1657704	0.9298119567787735	Firmicutes bacterium CAG:536 MGS536
G000614145	1541066	4782583	0.3222246221341062	Bacteroides faecichinchillae JCM 17102
G001941065	1539317	3511528	0.4383610211850795	Alistipes sp. Zagget8 ASM194106v1
G000309565	1539264	2907892	0.5293401543110955	Lactobacillus casei 12A ASM30956v2
G000286635	1535976	2042594	0.7519732262015848	Veillonella sp. ACP1 VspACP1v1.0
G000434815	1534771	2045026	0.7504897248250144	Proteobacteria bacterium CAG:139 MGS139
G000431775	1530960	2465124	0.6210478661519664	Clostridium sp. CAG:413 MGS413
G000472345	1529433	2931998	0.521635076149438	Lactobacillus casei 12A ASM47234v1
G000309605	1521543	3011496	0.505244901537309	Lactobacillus casei 32G
G000410215	1514698	2954364	0.5126985029603665	Lactobacillus paracasei subsp. paracasei Lpp229
G000376145	1512194	2628832	0.5752341724385582	Lactobacillus casei UW4 ASM37614v1
G000437915	1507285	1508874	0.9989468968250497	Subdoligranulum sp. CAG:314 MGS314
G000981035	1503674	3203641	0.46936407668649516	Catabacter hongkongensis HKU16
G000436095	1503535	1820319	0.8259733596144412	Phascolarctobacterium sp. CAG:266 MGS266
G000409815	1502966	2892319	0.519640468426892	Lactobacillus paracasei subsp. paracasei Lpp230
G000025565	1492282	5598796	0.2665362338617088	Enterobacter cloacae subsp. cloacae ATCC 13047
G000958505	1492014	2960886	0.5039079518765667	Lactobacillus paracasei NRIC 1917 NRIC1917
G000433215	1466644	2412874	0.6078411056690072	Dorea sp. CAG:105 MGS105
G001916295	1462022	1487884	0.9826182686284683	Coprococcus sp. 43_8 ASM191629v1
G001916835	1461411	1464929	0.9975985184264903	Oscillibacter sp. 57_20 ASM191683v1
G000648515	1449312	5371331	0.26982362472169374	Citrobacter freundii CFNIH1
G000410435	1448302	2981014	0.48584206582055633	Lactobacillus paracasei subsp. paracasei CNCM I-4649
G000022965	1447065	1938483	0.7464935209645893	Bifidobacterium animalis subsp. lactis DSM 10140
G000431075	1436557	1776436	0.808673658944088	Firmicutes bacterium CAG:555 MGS555
G000156655	1422993	2517763	0.5651814726008763	Holdemanella biformis DSM 3989
G000248015	1419514	4495280	0.3157787724012742	Atlantibacter hermannii NBRC 105704
G000435175	1417674	1456949	0.9730429822869572	Clostridium sp. CAG:245 MGS245
G001729395	1407438	1556477	0.9042459348901397	Methanosphaera sp. A6 ASM172939v1
G000225705	1384812	2492085	0.555684095847453	Collinsella tanakaei YIT 12063
G000022305	1382301	3796573	0.3640917743449158	Acidovorax ebreus TPSY
G000434435	1372216	1495863	0.9173406922960191	Firmicutes bacterium CAG:475 MGS475
G001899365	1370294	1989720	0.6886868504111131	Candidatus Gastranaerophilales bacterium Zag_1 ASM189936v1
G001916635	1363166	1402823	0.9717305747054332	Firmicutes bacterium CAG:137_57_8 ASM191663v1
G000434775	1351542	1602574	0.8433569994271716	Eggerthella sp. CAG:368 MGS368
G000025205	1323216	1617545	0.8180396835945831	Gardnerella vaginalis 409-05
G000434115	1310753	2447989	0.5354407229771049	Roseburia sp. CAG:309 MGS309
G000437335	1283806	1401601	0.915956823660942	Bacillus sp. CAG:988 MGS988
G000433015	1282911	1456180	0.8810112760785068	Firmicutes bacterium CAG:631 MGS631
G000434395	1273951	1480498	0.8604881600650592	Clostridium sp. CAG:568 MGS568
G000154225	1245057	2393958	0.5200830591012875	Actinomyces odontolyticus ATCC 17982
G000434475	1234069	2193414	0.5626247484515007	Dialister sp. CAG:486 MGS486
G001553935	1220806	3042917	0.40119595769454114	Actinomyces oris T14V
G000613505	1215925	3077999	0.3950374902655914	Prevotella oris DSM 18711 = JCM 12252
G000433915	1204373	1261691	0.9545704930922072	Clostridium sp. CAG:793 MGS793
G000432975	1199537	1472989	0.8143557080195439	Clostridium sp. CAG:349 MGS349
G000165905	1186623	2214656	0.5358046576985319	Bifidobacterium bifidum PRL2010
G001558935	1157787	5083867	0.22773746834840486	Citrobacter amalonaticus FDAARGOS_165
G000429225	1149287	3531393	0.3254486260804164	Actinomyces dentalis DSM 19115
G000174395	1132179	3052572	0.37089346295517356	Enterococcus faecium DO ASM17439v2
G000262545	1115671	2521238	0.4425091958791673	Prevotella bivia DSM 20514
G900129135	1103814	4839287	0.22809434530334738	Lactonifactor longoviformis DSM 17459
G000438295	1084377	1300573	0.8337686542777684	Clostridium sp. CAG:451 MGS451
G000187465	1084352	1905984	0.5689197810684665	Streptococcus infantis ATCC 700779 ASM18746v1
G001916755	1062082	1154130	0.9202446864737941	Firmicutes bacterium CAG:272_52_7 ASM191675v1
G001917135	1055407	1904577	0.554142468380118	Acetobacter sp. 46_36 ASM191713v1
G000154825	1032253	2284703	0.4518105854458982	Anaerofustis stercorihominis DSM 17244
G001310795	1022584	3008372	0.3399127501519094	Diaphorobacter nitroreducens JCM 11421
G000432575	1021785	1114050	0.9171805574256092	Clostridium sp. CAG:762 MGS762
G000428565	1016510	6677094	0.1522383839436737	Parabacteroides gordonii DSM 23371
G000433755	1007372	1177475	0.8555357863224272	Clostridium sp. CAG:465 MGS465
G000436535	998850	2833000	0.3525767737380868	Eubacterium sp. CAG:252 MGS252
G000434135	991594	1723311	0.5754004935847331	Acetobacter sp. CAG:267 MGS267
G000017005	975745	2196662	0.44419441862243714	Streptococcus gordonii str. Challis substr. CH1
G001070095	971864	1916254	0.5071686738814374	Streptomyces cattleya 1093_SCAT
G000308055	963055	1864179	0.5166107975682592	Actinomyces sp. ph3 ASM30805v1
G000318335	957779	1901306	0.5037479500932517	Actinomyces sp. oral taxon 181 str. F0379
G000455445	940745	3217068	0.2924231007861817	Prevotella timonensis 4401737 = DSM 22865 = JCM 15640 4401737
G001283625	938918	951382	0.9868990584223792	Escherichia coli 401686
G000436615	932553	2898194	0.3217703852813166	Blautia sp. CAG:237 MGS237
G000751675	932534	4325182	0.21560572479955756	Clostridium sp. CL-6 Clostridium culturomicsense
G000011025	928273	2264603	0.40990540063755104	Rothia mucilaginosa DY-18
G000980455	918685	2061532	0.4456321803396697	Heliobacterium sp. N15.MGS-306 ASM98045v1
G000235885	917390	3097322	0.2961881263878925	Prevotella stercorea DSM 18206
G000431555	904249	2195284	0.41190524779481835	Clostridium sp. CAG:306 MGS306
G000438415	901373	1079645	0.834879057467964	Clostridium sp. CAG:628 MGS628
G000177075	889235	3033961	0.2930937477442854	Prevotella buccalis ATCC 35310
G000434835	887084	1144379	0.7751662692167542	Clostridium sp. CAG:594 MGS594
G900104665	886837	2606093	0.34029368867496285	Traorella massiliensis Marseille-P3110
G000425525	863884	4094708	0.21097572769535702	Ruminococcus gauvreauii DSM 19829
G000980375	860427	2054369	0.41882787366826507	Clostridium sp. K4410.MGS-306 ASM98037v1
G001025175	839196	2269415	0.3697851648993243	Bifidobacterium breve DSM 20213 = JCM 1192 ASM102517v1
G001070855	828040	1923996	0.43037511512497945	Trueperella pyogenes 331_TPYO
G001028025	811833	5014239	0.16190552544463876	[Eubacterium] fissicatena KCTC 15010
G000212375	791337	2186370	0.36194102553547663	Porphyromonas asaccharolytica DSM 20707
G000479045	783081	3068248	0.2552208947907731	Cetobacterium somerae ATCC BAA-474
G000027165	782482	2146611	0.36451970105435966	Streptococcus mitis B6
G000372405	779387	2356678	0.330714251162017	Porphyromonas somerae DSM 23386
G000014205	735915	2388435	0.30811598389740563	Streptococcus sanguinis SK36
G000157915	709235	4041504	0.17548788767745868	Bacteroides coprophilus DSM 18228 = JCM 13818 DSM 18228
G001543265	689004	5101809	0.135050920173609	Pseudomonas fragi P121
G000195635	686033	4330716	0.1584109879290168	Bacteroides fluxus YIT 12057
G001042595	681432	2635669	0.2585423283424436	Bifidobacterium dentium JCM 1195 = DSM 20436 JCM 1195
G000344275	675121	2184662	0.30902766652232705	Streptococcus oralis subsp. tigurinus AZ_3a
G000797495	669629	7391415	0.09059550843782957	Robinsoniella peoriensis WT
G000156515	659644	3889859	0.16958043980514462	[Clostridium] hylemonae DSM 15053
G000433355	655552	2894688	0.22646723930178314	Alistipes sp. CAG:435 MGS435
G000159335	655227	1604632	0.4083347459105888	Lactobacillus jensenii JV-V16
G000173815	655171	4548960	0.144026546727164	Marvinbryantia formatexigens DSM 14469
G900128475	650125	3949838	0.16459535808810385	Mediterranea massiliensis Marseille-P2645
G000157955	646106	3245471	0.19907927077456555	Subdoligranulum variabile DSM 15176
G000613345	645317	2797134	0.23070650172640997	Prevotella disiens JCM 6334 = ATCC 29426 JCM 6334
G000434915	641482	2290615	0.28004793472495376	Ruminococcus sp. CAG:563 MGS563
G001742045	625778	1675234	0.37354662094967034	Lactobacillus jensenii TL2937
G000701685	623045	1795494	0.3470047797430679	Gemella sanguinis ATCC 700632
G000435035	622410	2029090	0.3067434169997388	Porphyromonas sp. CAG:1061 MGS1061
G000011985	615288	1993560	0.3086378137603082	Lactobacillus acidophilus NCFM
G000161895	614014	1639455	0.3745232409550735	Lactobacillus jensenii 27-2-CHN
G001012675	609445	1667743	0.36543100465719236	Lactobacillus jensenii IM59
G000425005	603939	2335946	0.25854150738073567	Solobacterium moorei DSM 22971
G001012655	603899	1614827	0.3739713294365279	Lactobacillus jensenii IM11
G000162435	600720	1648660	0.36436863877330683	Lactobacillus jensenii 115-3-CHN
G000435615	593586	2118260	0.28022339089630166	Firmicutes bacterium CAG:238 MGS238
G001012745	592391	1624754	0.3646035030533853	Lactobacillus jensenii IM3
G001012735	589631	1541635	0.38247120751669494	Lactobacillus jensenii IM1
G000455225	565052	2737487	0.20641266972226718	Megasphaera massiliensis NP3
G000220835	562801	2828172	0.19899815145613492	Actinomyces sp. oral taxon 448 str. F0400
G001022135	526336	6166452	0.0853547550520137	Kluyvera intermedia CAV1151
G001297025	525987	2043356	0.2574132945996684	Lactobacillus fermentum HFB3
G000155855	525191	3028326	0.17342617670620666	[Bacteroides] pectinophilus ATCC 43243
G001916895	522556	2314418	0.225782896607268	Roseburia sp. CAG:197_41_10 ASM191689v1
G000186945	516187	2008072	0.25705602189562926	Solobacterium moorei F0204
G000565075	514575	1604536	0.32070018996145927	Atopobium sp. BS2 AspBS2v1.0
G000564995	512548	1557083	0.3291719195444302	Atopobium sp. ICM42b AspICM42bv1.0
G000403455	512463	6145811	0.08338411317887907	Dorea sp. 5-2 Dore_bact_5-2_V1
G001941785	505803	2272328	0.22259242503723053	Lactobacillus fermentum SNUV175
G000397165	505081	2064620	0.24463630111110035	Lactobacillus fermentum F-6
G000010145	504201	2098685	0.24024615413937775	Lactobacillus fermentum IFO 3956
G000195995	501579	5133713	0.09770296859212815	Salmonella enterica subsp. enterica serovar Typhi str. CT18
G900106785	499354	3475353	0.14368439695190677	Prevotellamassilia timonensis Marseille-P2831
G000320405	492693	3553721	0.13864144090095987	Clostridium celatum DSM 1785
G000702025	492505	6679327	0.07373572217680015	Blautia schinkii DSM 10518
G000758945	488823	1527867	0.3199381883370738	Atopobium parvulum DNF00906
G000007465	485442	2032925	0.23878992092674348	Streptococcus mutans UA159
G000269805	479621	3371034	0.1422771173473777	Actinomyces massiliensis 4401292
G000472265	475066	1815647	0.2616510808543731	Lactobacillus fermentum Lf1
G001854105	473610	2098685	0.22566988376054528	Lactobacillus fermentum 47-7
G000966835	472557	2199799	0.214818262941296	Lactobacillus fermentum LfQi6
G000466245	470324	3327711	0.14133559074090268	Actinomyces johnsonii F0542
G900119095	468838	3230378	0.14513409885778072	Desulfovibrio desulfuricans DSM 7057
G000017585	468533	1714951	0.27320489040211643	Campylobacter hominis ATCC BAA-381
G000007785	465326	3359974	0.13849095260856184	Enterococcus faecalis V583 ASM778v1
G001461035	460623	3660245	0.125844854647708	Acetivibrio ethanolgignens ACET-33324
G001297905	459284	2011828	0.22829188181096993	Lactobacillus fermentum UCO-979C
G001742205	456640	1949874	0.23418949121840693	Lactobacillus fermentum NCC2970
G000022125	451551	2873437	0.157146650509477	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774
G000437535	447274	2448136	0.18269981733040974	Prevotella stercorea CAG:629 MGS629
G000347835	443465	1976204	0.224402440233903	Streptococcus mutans KK23
G000229705	439705	1879409	0.23395918610584499	Streptococcus mutans TCI-249
G000229145	433974	1829200	0.23724797725781763	Streptococcus mutans TCI-164
G000463505	433344	2233640	0.19400798696298419	Streptococcus anginosus C238
G001807655	432854	1914489	0.22609375138744595	Lactobacillus sp. HMSC24D01 ASM180765v1
G001813205	432359	1592142	0.27155806454449416	Atopobium sp. HMSC064B08 ASM181320v1
G000270285	430335	3123671	0.1377657890347607	Eggerthella sp. YY7918 ASM27028v1
G000229225	429820	1794749	0.23948752722525546	Streptococcus mutans TCI-176
G001039735	428940	1971838	0.2175330833466035	Lactobacillus fermentum L930BB
G000008925	428780	2133977	0.20093000065136596	Lactobacillus salivarius UCC118
G000230225	427162	1814786	0.23537871682942232	Streptococcus mutans TCI-99
G000496435	425881	2011311	0.21174298753400145	Lactobacillus fermentum NB-22
G000228805	425729	1809107	0.23532549484358858	Streptococcus mutans TCI-110
G000239695	425494	2205725	0.1929043738453343	Actinomyces graevenitzii C83
G000174015	424808	1626291	0.2612127841819207	Atopobium rimae ATCC 49626
G001438885	424401	1629936	0.2603789351238331	Atopobium rimae DSM 7090
G000229545	423347	1797735	0.23548910156391237	Streptococcus mutans TCI-224
G000228925	418050	1776306	0.23534796369544436	Streptococcus mutans TCI-143
G000159215	417717	1867005	0.22373641206102823	Lactobacillus fermentum ATCC 14931
G000228845	416877	1776899	0.23460928280110463	Streptococcus mutans TCI-120
G000160635	414773	2706954	0.153224990154986	Oribacterium sinus F0268
G001010185	413200	1829655	0.2258349251634871	Lactobacillus fermentum 39
G000162395	411266	2026518	0.20294218950929624	Lactobacillus fermentum 28-3-CHN
G000312505	410100	1709677	0.23986987015676062	Fenollaria massiliensis 9401234
G000190575	407253	4308663	0.09451957602625223	Bacteroides salanitronis DSM 18170
G000398925	404524	3325721	0.12163497779879912	Butyricicoccus pullicaecorum 1.2
G900155395	404246	2468696	0.16374879693571018	Merdibacter massiliensis Marseille-P3254
G000735515	399244	4991160	0.07999022271375793	Leclercia adecarboxylata ATCC 23216 = NBRC 102595 ATCC 23216
G000648175	397786	2913733	0.13652108823972547	Enterococcus faecalis NJ44
G000820765	396702	3098593	0.12802649460577753	Candidatus Soleaferrea massiliensis AP7
G000508405	394082	2592265	0.15202226624207016	Lactobacillus rhamnosus LR231
G000735365	390594	4932354	0.0791901797802834	Kluyvera ascorbata ATCC 33433
G001010245	390002	1822484	0.21399474563288348	Lactobacillus fermentum 90 TC-4
G000158275	389368	2514029	0.15487808613186244	Fusobacterium nucleatum subsp. animalis 7_1 ASM15827v2
G000415005	385463	2904787	0.1326992306148437	Enterococcus faecalis 02-MB-P-10
G000758925	384949	2838933	0.13559636666310898	Prevotella sp. S7-1-8 04_NF40_HMP1640v01
G000415085	382702	2656402	0.1440678029906618	Enterococcus faecalis B83616-1
G000648015	380291	2665688	0.14266148176380733	Enterococcus faecalis FL2
G000403255	371690	5083159	0.0731218519822024	Lachnospiraceae bacterium 3-1 Lach_bact_3-1_V1
G000069965	366754	4099895	0.08945448602952027	Proteus mirabilis HI4320
G000164695	366566	2506025	0.14627387994932214	Rothia dentocariosa ATCC 17931
G001571285	365643	5044663	0.07248115483630918	Kluyvera cryocrescens NBRC 102467
G000497815	364809	1252377	0.29129327670501776	Lactobacillus acidophilus CFH 1cell_lacAci38final
G000512915	361514	3076856	0.11749461138252813	Barnesiella viscericola DSM 18177 C46, DSM 18177
